customer,gender,income,claim,cartype,response
JP82211,F,59744,476.486416,SUV,0
IC32996,M,69247,226.522147,Sedan,0
LZ68649,M,22139,480,SUV,0
HM38744,M,22828,508.8,SUV,1
WE25756,M,69241,111.250449,Sedan,0
CB95310,F,83502,368.963633,Sedan,0
VE64781,F,75685,369.918482,Sedan,0
AP34711,F,32821,25.89566,SUV,0
HU41273,M,95697,178.006524,Sports,1
WU15684,F,42836,244.580023,Sedan,0
IS58493,M,40774,394.968488,Sports,0
DK66277,M,98859,504,Sedan,0
ZP86347,F,44019,165.478147,SUV,0
XO17798,M,45794,449.63005,Sedan,0
JU74347,M,60214,291.287905,Sports,0
TK32843,M,0,863.861736,Sedan,0
FY86121,M,70882,124.380223,Sedan,0
PW15144,M,40818,316.8,Sedan,0
LV81383,F,0,460.8,Sedan,1
HV69023,F,19189,518.4,SUV,0
WT65970,F,0,715.039363,Sedan,0
YX84828,F,0,326.4,Sedan,0
ZM28138,F,40153,340.07498,Sedan,0
UT76436,F,55910,324.348688,Sedan,0
FL96333,M,73945,330.872532,Sedan,0
SB50826,M,61091,409.868003,Sedan,0
CX34236,M,37937,556.8,SUV,1
WZ45103,F,0,364.8,Sedan,1
ZU50513,F,97736,60.090984,Sedan,0
IE36279,M,80306,340.8,Sedan,0
OR85652,F,78294,181.148732,Sedan,0
VH85817,M,51066,787.993313,Sedan,1
EW35231,F,56379,600,SUV,0
KI83797,F,48295,290.301553,Sedan,0
DY17416,M,49539,286.938064,Sedan,0
GR31499,F,23692,312,Sedan,0
VH41477,M,63891,7.651121,Sedan,0
JY87538,F,91871,346.845129,SUV,0
SG59507,F,38222,166.78838,Sedan,0
QP65569,M,57449,494.4,Sedan,1
GX32768,F,0,807.279979,Sedan,0
LC86277,M,19447,640.8,Sedan,0
BV22194,F,88178,336,Sedan,0
SQ87105,F,0,489.6,Sedan,0
PD94315,F,23444,940.8,SUV,0
NE79174,M,41228,336,Sedan,0
TH68362,F,0,380.822087,Sedan,0
VM53683,F,78804,389.636991,Sedan,0
LM79795,M,39602,307.2,Sedan,0
DS45802,F,26893,68.226001,Sedan,0
VE80757,M,0,434.26667,Sedan,0
NE58217,F,83560,276.048405,Sedan,0
PM27367,F,73570,75.936096,Sedan,0
QR57598,M,0,751.927019,Sedan,0
WD88264,M,17101,542.4,SUV,1
VU30980,M,0,628.8,SUV,1
RK96223,M,52369,528,SUV,0
JX14364,M,39778,806.4,SUV,0
FM12425,M,26488,1321.584957,SUV,0
MC55901,F,69231,193.243084,Sedan,0
HB48073,F,66325,497.719213,SUV,0
RX45809,M,37899,246.993145,SUV,0
PB16956,F,51001,291.890464,Sedan,0
TS34391,M,50825,369.614729,SUV,1
OH55411,F,79487,547.2,SUV,1
MN61620,F,67752,168.517149,Sports,0
LF61343,M,12688,672,SUV,0
OO97388,F,99612,336,Sedan,0
DQ58142,M,37759,518.4,SUV,0
ZG88784,M,52796,297.6,Sedan,0
CH81088,F,71333,343.755209,Sedan,0
GD83998,M,24495,336,Sedan,0
UI75273,F,47727,451.2,Sedan,0
TH72420,M,25752,378.262864,Sedan,0
LI60972,F,91804,388.80286,Sedan,0
VZ64716,M,81081,206.211089,Sedan,0
NG27780,M,0,63.043197,Sedan,0
EI17022,M,14973,828,SUV,1
YE27183,M,0,436.8,Sedan,0
MY32188,M,0,355.2,Sedan,0
RF58958,M,0,813.6,Sedan,0
WZ23060,F,39040,835.2,SUV,0
CJ81799,F,70263,7.345946,Sedan,1
XB17553,M,52797,88.173438,Sports,0
JV40853,F,61886,417.6,Sedan,0
XE22944,F,12261,600,SUV,0
BL54814,M,72648,120.850664,Sedan,0
NS92256,F,33032,87.080119,Sedan,0
UK62940,M,0,333.830572,Sedan,0
MC83487,M,18768,647.454583,Sedan,0
SZ16483,F,79583,523.2,Sedan,0
VS28690,F,20942,403.2,Sedan,0
QX54905,F,0,316.8,Sedan,1
ND62955,M,50250,561.6,SUV,0
UK49045,M,29484,446.4,Sedan,0
QW21716,M,31093,302.4,Sedan,0
QA22158,F,64571,452.115601,Sedan,0
CO75086,M,20407,36.97749,Sedan,0
HC25359,F,52572,441.623031,Sedan,0
GN46207,F,29462,513.6,SUV,1
JZ61712,M,97576,544.712653,Sedan,0
WY26014,F,37433,410.391616,Sedan,0
SS28002,F,95284,327.647322,Sedan,0
LK60013,F,97431,355.2,Sedan,0
OG72448,M,0,1310.46158,Sedan,0
UN69319,M,62277,249.799752,SUV,0
OG62048,F,10211,571.2,SUV,0
ZN33412,F,25073,379.2,Sedan,0
HB35022,M,0,585.6,Sports,0
YT46746,F,24290,393.6,Sedan,0
LT72149,M,0,1027.000029,SUV,1
TK40018,M,0,1207.084251,SUV,0
GP83239,M,58414,1008,SUV,1
GM98732,F,0,634.396608,SUV,0
TQ82322,F,80927,211.660971,Sedan,0
QG83213,M,0,451.2,Sedan,0
OJ33945,F,97768,151.843731,Sedan,0
BV12771,M,0,537.6,SUV,0
YK16362,F,60078,140.819942,SUV,0
SO95845,F,62447,133.977857,Sedan,0
SE78641,M,0,577.385463,Sedan,0
AY26056,F,63892,90.712257,Sedan,0
DD27635,M,29808,52.456587,SUV,0
QE22757,M,36631,67.530904,Sedan,1
VM84548,M,99845,528,SUV,1
YJ59924,M,31115,441.6,Sedan,0
OH23652,F,26607,585.6,SUV,0
GP39118,M,71600,46.158117,Sedan,0
OO65445,F,0,181.335364,Sedan,0
OM69210,M,81531,420.434259,SUV,0
JK53304,F,97658,364.8,Sedan,0
PJ86059,F,83460,443.44552,Sedan,0
UL55837,F,42928,651.623195,Sedan,0
XO56170,F,87428,224.483337,Sedan,0
GL20444,F,91474,24.087774,Sedan,0
HW99293,M,21234,378.333708,Sedan,0
XT36360,F,0,460.8,Sedan,0
CF46699,M,0,660.430456,SUV,1
TV97612,M,20815,528,SUV,0
QH90382,F,52471,163.955502,Sedan,0
ZF40671,F,15818,333.886816,Sedan,0
HH80006,F,0,711.323244,Sedan,0
ZL29593,F,0,460.8,Sedan,0
CC91503,F,0,648,Sports,0
IL66569,M,83689,307.139132,Sedan,0
NG94966,M,34759,302.353842,Sedan,0
GG70928,F,33566,205.043307,Sedan,0
NJ10602,F,92717,224.27582,Sedan,0
TT97465,M,57561,298.430234,Sedan,0
QZ70160,F,26222,297.6,Sedan,0
DI45039,F,58705,48.956424,Sedan,0
YB57848,F,75716,562.088587,Sedan,0
NG66579,M,41869,262.12205,Sedan,0
GC36679,M,40778,412.8,Sedan,0
UE72026,F,69678,306.818754,Sports,0
BA97018,M,21616,944.854655,Sedan,0
DB71122,F,15144,372.652536,Sedan,0
YZ79232,M,0,315.215329,Sedan,0
AK11669,F,59232,408,Sedan,0
AU45793,M,30817,91.834668,Sedan,1
HC60268,M,40105,878.413622,Sedan,0
FX57380,F,39854,261.930545,Sedan,1
SQ53118,M,22355,340.8,Sedan,0
WA70405,M,89834,504,SUV,0
AU62013,F,67572,296.209127,Sports,0
LX15904,F,39393,405.883346,Sedan,0
MV81355,M,99845,528,SUV,1
OE19653,F,0,446.4,Sedan,0
SG81493,M,46384,251.774574,Sedan,0
DQ31994,F,0,398.4,Sedan,0
LX11170,F,36839,152.496995,Sedan,0
PA28328,F,93272,281.110788,Sedan,1
DN76322,F,24723,619.2,Sports,0
HB99061,F,97742,199.590599,SUV,0
ZW76597,F,13215,443.772927,Sedan,0
QX45933,M,0,385.115437,Sedan,0
FF75737,F,49851,331.2,Sedan,0
BK83393,F,55475,412.471,SUV,0
TK22471,M,27984,445.361629,Sedan,0
OW97322,M,28013,1276.8,Sedan,0
LK63879,F,0,523.337427,Sedan,0
IH91478,F,23554,142.459804,Sedan,0
RE12758,M,26116,612,Sedan,0
RX12347,M,35695,432,Sedan,0
FQ46354,M,30352,146.110685,Sedan,0
YO11701,M,53231,484.8,SUV,0
MS41162,M,0,975.107098,SUV,0
HY76810,F,0,141.460349,SUV,0
QA49556,M,23401,316.8,Sedan,0
AG62140,F,33716,349.431986,Sedan,0
CI57475,F,0,626.4,Sedan,0
DB91647,M,99239,379.37884,Sedan,0
CR41258,M,53304,116.322725,Sedan,0
LR82110,F,23638,489.6,SUV,0
JH73503,M,24804,350.4,Sedan,0
XF15789,F,81350,228.185834,SUV,0
WE68644,F,20325,668.29397,Sports,0
OP70207,M,37934,385.440163,Sports,0
MS59005,M,43676,364.8,Sedan,0
OG36837,F,91071,402.74168,Sedan,0
BL55947,M,76675,141.718568,Sedan,0
HG39060,M,0,532.8,Sedan,0
DN21342,F,0,460.8,Sedan,0
XX44146,F,0,640.8,Sedan,0
DA79544,M,88126,151.973156,Sedan,0
No31089,F,65742,277.360797,Sedan,0
IY37465,M,25632,351.270869,Sedan,1
RB81636,F,0,606.642452,Sedan,0
PJ36160,M,83589,366.0396,SUV,0
DY73849,F,0,250.723005,SUV,0
ZB81881,M,44784,395.386573,Sedan,0
CE16324,F,59414,340.32278,Sedan,0
CH85444,M,25943,1067.333126,Sedan,0
HM94328,M,20396,364.8,Sedan,1
ML10022,F,0,326.4,Sedan,1
PB11270,F,0,541.561209,Sedan,0
NF51705,M,92157,270.381385,Sedan,0
YC83239,F,0,825.29011,Sedan,0
SG62327,M,30622,326.4,Sedan,0
WQ54314,F,56455,350.4,Sedan,0
KU62853,F,0,561.6,Sedan,0
QE50648,F,74298,161.537767,Sports,0
WR58220,M,0,595.2,SUV,0
MR76405,F,46530,118.556928,Sedan,0
AX86150,M,62777,101.288069,Sedan,0
JL95389,F,62922,1121.633645,Sedan,0
DA79098,M,0,357.14996,Sedan,0
JF16295,F,0,489.6,Sedan,0
CR37971,M,95018,315.879728,Sedan,0
WH41496,M,0,652.8,SUV,0
WR90490,M,25572,312,Sedan,0
GB32334,F,24702,214.91451,Sedan,0
IP69763,F,77311,113.609508,SUV,0
WE13528,F,77058,119.331041,Sedan,0
CO53249,M,82800,442.194796,Sedan,0
BW63560,F,24599,42.920271,Sedan,0
EW51866,F,29881,17.92017,Sedan,0
EA27048,F,64125,369.818708,SUV,1
YZ56105,F,0,712.8,Sedan,0
YL78930,M,19794,504,Sedan,0
SO47345,F,56410,523.99823,SUV,0
XA54112,M,13330,561.6,SUV,0
SY66568,F,55338,556.8,Sedan,0
DE75225,M,0,561.6,SUV,0
UI24036,F,42570,587.409205,SUV,0
KC16062,F,0,480,SUV,0
QT77453,F,80928,538.545218,SUV,0
SD41771,M,49259,820.431905,Sports,0
AP47670,M,29465,302.4,Sedan,0
PT15464,F,68236,20.725611,SUV,0
YZ38778,M,74775,676.658911,Sedan,0
ZG54759,F,41408,268.710908,Sedan,0
TW17878,F,52926,292.8,Sedan,0
FV63234,F,0,321.6,Sedan,0
RO89785,M,20978,1176.2788,Sedan,1
QG67362,F,0,835.2,SUV,0
FG64765,M,36313,300.375887,Sedan,0
BG76355,F,68964,115.086827,Sedan,0
QK31192,M,0,631.124372,Sedan,0
BH36570,M,72208,350.4,Sedan,0
EL62967,F,58508,57.614392,Sedan,0
MZ79386,F,88893,72.86746,Sedan,0
QI89498,F,0,757.206098,Sedan,0
TI19722,M,30817,91.834668,Sedan,1
No69427,M,69604,112.336604,Sedan,0
AD95939,M,28773,1099.2,Sedan,0
BW51534,F,0,528,SUV,0
YN75239,M,77577,35.768916,SUV,0
QR15857,F,0,292.8,Sedan,0
SS77718,M,0,460.8,Sedan,0
PO98961,M,18400,640.8,Sedan,0
RD47708,M,39101,167.174678,Sedan,0
RZ27571,F,25544,326.4,Sedan,0
FJ76376,M,79528,175.429028,Sedan,0
QF21045,F,99205,323.246017,Sedan,0
TE34064,M,0,453.6,Sedan,0
KA77514,M,34865,255.946801,Sedan,0
XP61034,M,39492,756,SUV,0
IK60267,F,24967,331.2,Sedan,0
EG40823,F,0,765.566699,SUV,0
HP27902,F,33747,832.701335,Sedan,0
ES93923,F,24550,536.00374,Sedan,0
SH36838,M,0,532.8,Sedan,0
LM58227,F,65096,321.6,Sedan,0
IC13702,F,0,496.8,Sedan,0
EH27304,F,56502,355.2,Sedan,0
ZU74482,M,60920,231.201886,Sedan,1
WU76366,M,28726,468,Sedan,0
HG97353,F,52717,60.151529,Sedan,0
MX89333,M,0,345.6,Sedan,0
ES66762,F,72540,631.743039,Sedan,1
NP91656,F,0,496.8,Sedan,0
WZ40465,F,36234,113.534474,Sedan,0
CP87192,F,23843,344.693511,Sedan,0
PG90331,M,11656,336,Sedan,0
AN47199,F,0,81.255741,Sedan,0
IO25161,F,0,283.881697,Sedan,0
ND87457,M,65252,482.48791,Sedan,0
DA20791,M,66457,456,Sedan,0
OM63414,F,62258,117.450428,Sedan,0
KR54589,F,86812,45.472477,Sedan,0
CT74097,M,51817,712.833284,SUV,0
CT11176,F,24914,138.729702,Sedan,0
DE78840,F,19019,1003.050834,SUV,0
VP57424,F,55873,299.356083,Sedan,0
RR93140,F,81565,190.642833,Sedan,0
AF81450,M,28657,588.742251,SUV,0
EE76374,F,0,709.082334,Sedan,0
NZ60700,M,55687,1324.8,SUV,1
NC53424,M,0,331.2,Sedan,0
GI30974,M,0,468,Sedan,0
MS45259,M,88079,121.88814,Sedan,0
HI98447,M,28505,422.4,Sedan,0
HL53154,M,0,554.4,Sedan,0
KB15252,F,0,509.100577,Sedan,0
VU99589,F,20090,523.2,Sports,1
AS97690,M,54483,292.8,Sedan,0
JA93297,M,23665,404.817249,Sedan,1
XS76911,F,0,795.864079,Sports,0
GM83516,M,29500,321.6,Sedan,0
HO81102,M,50549,292.8,Sedan,0
KJ52520,F,45270,46.053458,Sedan,0
PB43222,M,73759,547.2,Sedan,0
SU77646,M,46133,19.626306,Sedan,0
GW56797,M,0,626.4,Sedan,0
FC48492,M,0,849.011958,Sedan,0
OO79691,F,0,1018.808223,SUV,0
AH22694,M,24317,350.4,Sedan,0
IX45386,M,81721,133.90029,Sedan,0
WH11924,M,0,697.186307,Sedan,0
EP48362,M,88680,201.762191,Sedan,0
SX87181,F,0,312,Sedan,0
NR32615,M,22520,350.4,Sedan,1
IS30295,F,0,667.2,SUV,1
EW13798,F,37384,475.2,Sedan,1
VO25602,F,98701,79.615631,Sedan,0
WS53288,F,13663,465.6,Sedan,1
GX44284,M,47509,93.128128,Sedan,0
GG91020,M,0,345.6,Sedan,0
YP92773,F,21546,625.395925,Sedan,0
UT38865,F,58042,161.419528,Sedan,0
NU93648,M,0,243.208647,Sedan,0
RQ11502,F,23975,614.4,SUV,0
WP55297,M,0,754.945216,Sedan,0
PC23709,F,74905,167.028453,Sedan,0
KO26461,M,41520,289.904105,Sedan,0
AZ68072,F,23650,14.095914,Sedan,0
BY59578,M,63189,569.124597,Sedan,0
JU64043,M,49414,159.631303,Sedan,0
OG77759,M,28227,551.28213,Sedan,0
XK91603,F,24186,307.2,Sedan,0
YA14448,F,0,398.4,Sedan,0
PX60116,F,40867,537.6,Sedan,0
PG14554,M,0,552,SUV,0
OC83172,F,62902,159.383042,Sedan,1
ZQ96022,F,31421,388.8,Sedan,0
RV97631,F,0,688.828746,SUV,0
PV55726,F,29462,513.6,SUV,1
HC16500,M,72191,209.387509,Sedan,0
DN67273,F,0,532.8,Sedan,0
AE62631,M,20662,373.324673,Sedan,0
DW59142,F,71879,9.163065,Sedan,0
DR88293,M,0,12.603783,Sedan,0
KP65334,F,0,783.431945,Sedan,0
HX87528,M,51800,299.452532,Sedan,0
NQ42020,M,80864,618.210272,SUV,0
CU26127,F,71731,599.648466,SUV,0
FE46445,F,25411,242.807725,Sedan,0
DE18949,F,57029,135.788525,Sedan,0
SD21312,M,66839,739.2,Sports,1
XB71208,F,96314,296.995798,Sedan,0
HP40365,F,70492,328.362698,Sedan,0
SP36555,M,0,863.219668,Sedan,0
YP96182,M,31385,68.193193,Sedan,0
NE13752,M,56021,279.51121,Sedan,0
ZK56389,F,22283,572.072106,Sedan,1
ZQ22116,F,73102,117.928547,Sedan,0
PA80607,M,85483,314.143133,Sedan,0
WF51811,F,14030,345.6,Sedan,1
VI35467,F,89797,70.958361,SUV,0
CT18212,F,0,691.2,Sedan,0
XH47320,F,83195,332.693627,Sedan,0
RU76604,M,46900,316.8,Sedan,1
XK39439,M,0,388.8,Sedan,0
XA55917,F,26049,619.165344,SUV,0
PT46181,M,65176,297.6,Sedan,0
LL62746,M,12829,328.231432,SUV,0
LY73893,M,35398,340.8,Sedan,0
HF82396,F,0,326.4,Sedan,0
OG67387,M,0,312,Sedan,0
BI17208,M,0,420.765993,Sedan,0
KE36052,M,0,496.474767,Sedan,1
LN87823,F,0,643.877067,Sedan,0
TK38409,M,72302,316.8,Sedan,1
DS75515,M,72333,177.224451,Sedan,0
HH90090,F,29549,710.433775,Sports,0
LU42720,M,52499,1171.537594,SUV,0
PX45824,M,0,532.8,Sedan,0
OP54725,M,53351,571.2,Sedan,0
MY56715,M,58109,412.8,Sedan,0
XY52165,F,78561,355.2,Sedan,0
AA11235,F,11167,350.4,Sedan,0
TU72516,F,20392,350.4,Sedan,0
CD56261,F,0,1037.274096,SUV,0
II49996,M,74015,471.443077,Sedan,1
ZC17826,M,0,307.2,Sedan,0
JS38272,M,0,725.870693,SUV,1
LS90887,F,26225,320.777404,Sedan,0
PV24005,M,0,614.081483,Sedan,0
YQ98465,F,18495,542.4,SUV,1
WN53966,M,85871,112.633539,Sedan,0
LJ35581,F,0,1015.2,SUV,0
TV53243,F,49625,261.549577,Sedan,0
CG43444,F,33599,111.265486,Sedan,0
BO42776,M,21442,518.4,SUV,0
WG39961,F,66676,558.099357,Sedan,1
GN18675,M,70784,107.928851,Sedan,0
DF62718,F,83488,432.784577,Sedan,0
ER51965,M,49746,589.298521,Sedan,0
KF70569,M,91182,249.140907,Sedan,0
MN34012,M,0,552,SUV,0
TM28833,M,0,624.980751,Sedan,0
DF71709,M,12439,552,Sedan,0
PD32641,M,31320,293.86579,Sedan,0
MS20849,M,53058,209.465295,Sedan,0
YO15246,M,35001,460.8,Sedan,0
JN33628,M,0,1985.999807,SUV,0
BT20606,M,83308,419.471438,Sedan,0
IJ36435,F,0,304.550129,Sedan,0
DH14632,F,34695,100.323765,SUV,0
NB57112,F,0,842.4,Sports,0
LA31975,M,0,931.2,SUV,0
YM20358,M,35095,525.6,Sedan,1
IG15771,M,0,937.824847,Sedan,0
QV24282,F,43879,242.133552,Sedan,0
GT19025,F,25407,284.239719,Sedan,0
OD75777,F,19280,345.6,Sedan,0
RB75458,M,0,712.71287,Sedan,0
HD56196,F,51840,33.747903,Sedan,0
TC81636,M,0,720,SUV,0
VI69768,M,69781,849.208601,SUV,0
YE12395,M,31267,619.2,Sports,0
KW84736,M,33104,336,Sedan,0
EK91340,M,31266,926.4,Sedan,0
UO48558,M,23277,369.6,Sedan,0
CV40610,M,0,835.2,Sedan,0
VV77534,M,77094,444.470676,SUV,0
IG12691,F,0,254.404622,Sedan,0
TG57800,F,0,501.472124,Sedan,0
WP23743,M,47482,594.177664,Sedan,0
ON90223,M,93210,513.6,SUV,0
QB47024,F,53998,414.519064,Sedan,0
ER20865,M,65605,377.781658,Sedan,0
DU39756,F,29462,513.6,SUV,1
PR64751,M,0,409.459488,Sedan,0
RD96782,F,0,336,Sedan,0
OC32181,F,70279,331.231484,Sedan,0
XT45580,F,60759,499.2,SUV,0
UU53919,F,27430,184.955105,Sedan,0
EP18940,F,0,412.8,Sedan,0
UY61301,M,0,350.4,Sedan,0
FZ16327,F,0,509.513764,Sedan,0
IL32727,F,0,644.269611,SUV,0
NB39218,M,68420,499.2,Sedan,0
HR92775,F,91774,285.020982,Sedan,0
NH24429,M,52972,355.2,Sedan,0
WM46083,M,58237,273.691831,Sedan,0
HT31871,M,36305,292.8,Sedan,0
MB20764,M,0,1814.4,SUV,0
LR97507,M,0,663.423782,Sedan,0
KF46546,F,75845,73.848672,Sedan,0
UI89243,F,77646,340.8,Sedan,0
GQ32356,F,0,799.2,Sedan,0
CE68841,F,95891,34.235959,SUV,0
VT84289,F,87796,355.2,Sedan,0
WD87578,F,0,784.8,Sedan,0
UI99151,M,28879,763.2,Sports,0
YV88022,M,56980,599.000883,Sedan,1
US34108,F,27725,302.4,Sedan,0
XR36002,F,27339,44.730323,Sedan,0
KP97208,F,94846,305.031114,Sedan,0
FV72595,M,0,1554.089517,SUV,0
LR43989,F,19715,475.2,Sedan,0
RM70340,M,0,532.8,Sedan,0
VU48786,M,62219,243.238784,Sedan,0
WZ31900,F,94389,85.063708,SUV,0
FV58292,M,74015,471.443077,Sedan,1
AD28535,F,58557,55.510526,Sedan,1
SE44262,M,0,374.4,Sedan,0
BO15959,F,88105,412.8,Sedan,0
VA65117,M,0,1138.687583,SUV,0
EX61844,M,36733,327.078047,Sedan,0
FE84989,M,72672,259.361117,Sedan,0
LJ64287,M,0,774.737185,Sedan,0
QZ77637,F,84978,166.77296,Sedan,0
LB59405,F,57693,547.2,Sedan,1
XO92596,M,13528,412.8,Sedan,1
VK44934,M,28558,797.558033,SUV,0
SG71810,F,41503,15.001594,Sedan,0
CR85257,M,99761,452.246664,Sedan,0
WH82416,M,75651,375.11129,Sedan,0
UH35128,F,71210,1027.2,Sedan,1
OZ82391,M,50269,32.228778,Sedan,0
ZS36394,F,0,350.4,Sedan,1
FH61723,F,52513,91.244938,Sedan,0
WW31823,F,39034,466.446708,Sedan,0
XZ64172,M,55687,1324.8,SUV,1
CT88432,F,58682,206.810286,Sedan,0
HI16452,M,0,483.881752,Sedan,0
TN71995,M,0,403.2,Sedan,0
NN54114,M,0,504,Sedan,0
RH97231,M,48893,787.88953,SUV,0
OD89873,M,71391,284.000172,Sedan,1
EO51920,F,69096,64.669515,Sedan,0
QY41855,F,61108,49.451117,Sedan,1
CD76093,M,59847,921.6,Sedan,0
VS73599,M,26806,302.4,Sedan,1
XG35514,M,0,496.8,Sedan,0
RT23641,F,35577,574.51239,SUV,0
RQ19236,M,55411,259.561195,Sports,0
XX34879,M,56263,446.4,Sedan,0
FK85203,M,74143,547.2,SUV,0
WC21189,F,37386,465.6,Sedan,0
TA77711,M,31354,527.759702,SUV,0
HK28125,M,0,612,Sedan,0
RC22595,F,0,489.6,Sedan,0
XJ96748,F,37931,475.2,Sedan,0
YW11227,M,62470,243.766542,Sedan,0
QV55524,M,52464,515.930856,Sedan,0
KE91683,F,42045,40.839965,SUV,0
IN17648,M,0,772.798511,Sedan,0
YD76280,M,22087,292.8,Sedan,0
SU31072,M,85756,117.036869,Sedan,0
WY43888,M,24414,499.2,SUV,0
MK92016,M,0,898.430079,SUV,0
CK39096,M,0,1027.000029,SUV,1
GE39783,F,60752,414.106436,Sedan,0
IC51895,F,38873,599.811172,Sedan,0
EO40136,F,93403,295.224598,Sedan,0
RV75918,F,69161,341.431343,Sedan,0
CS84396,M,53305,302.4,Sedan,0
JG81480,F,25634,144.728404,Sedan,0
NE49052,F,20068,411.011162,Sedan,0
SN16059,F,29305,475.2,Sedan,0
XM57550,F,29958,432,Sedan,0
CR40615,M,22076,422.765363,Sedan,0
BJ58596,F,0,518.4,Sedan,0
BG51419,M,58842,528,Sedan,1
SW31412,F,41440,297.6,Sedan,0
GS98873,F,16061,633.6,Sedan,0
LR82946,M,0,1404,SUV,0
SD83603,F,56830,319.799712,Sedan,0
XX12304,F,64459,240.259479,Sedan,0
XU57332,F,53173,1169.409787,SUV,0
CA96568,M,0,827.085431,SUV,0
ZN24083,M,29084,492.088331,Sedan,0
GS92994,F,84581,4.334425,Sedan,0
QQ86648,M,78834,345.6,Sedan,0
MN82687,F,54507,702.990032,SUV,1
VR18539,M,44843,391.419263,SUV,0
UA74474,F,87517,802.278237,Sedan,0
UZ35113,F,74489,128.535182,SUV,0
JW16295,F,55510,427.2,Sedan,0
WE97690,F,60707,327.061103,Sedan,0
NR18672,M,63127,174.292234,Sedan,0
KK30016,M,27722,331.2,Sedan,0
TU67471,F,92766,379.029102,Sedan,1
PT29055,F,0,312,Sedan,0
TE44937,F,11432,571.2,SUV,1
WC35554,M,34640,466.318191,Sports,0
TP12241,F,22338,307.801098,Sedan,0
KA29693,M,16266,1177.323534,SUV,0
XE39286,F,99364,580.8,Sports,0
KA95976,F,80550,265.516965,Sedan,0
HI74419,M,50825,369.614729,SUV,1
UY45293,M,21975,456,Sedan,0
JM88889,F,46396,384.01403,Sedan,0
VH62312,M,56342,331.2,Sedan,1
SK66747,M,33481,1194.892002,SUV,0
ZC97968,M,17533,350.4,Sedan,0
GL32197,M,31475,22.962412,Sedan,0
MX76292,F,48019,137.665031,Sedan,0
NA27429,F,82477,432,Sedan,1
HS85465,M,92296,331.2,Sedan,1
GQ21970,F,17257,551.132139,Sedan,0
QV65644,M,0,1034.799615,Sedan,0
AE30506,F,0,433.160284,Sedan,1
MK52711,F,99759,74.463101,Sedan,0
DP46882,F,10312,486.278557,Sedan,1
GA71186,M,83392,523.688037,SUV,0
JO63956,M,83365,523.2,SUV,0
XJ40322,F,61687,120.128737,Sedan,0
TL51969,M,30969,358.225234,Sedan,0
ZU93025,F,50071,18.918935,Sedan,1
QV19964,M,33947,192.213037,Sedan,0
RV82726,M,22768,537.6,Sedan,0
ID21061,F,84629,411.671832,Sedan,0
IO33050,F,40169,302.818833,Sedan,0
PT73521,M,42968,331.2,Sedan,0
BS26376,M,96306,185.355353,Sedan,1
XJ97760,M,35039,254.308991,Sedan,0
FH14955,M,0,307.2,Sedan,0
BW52697,F,86132,301.437365,Sedan,0
EC94366,M,20101,291.536748,Sedan,0
BR23201,M,0,191.640085,Sedan,0
SV15363,M,44368,384,Sedan,1
VL32622,F,82887,420.374805,Sedan,0
MF74413,M,0,628.8,SUV,1
VN44400,F,86073,291.587866,Sedan,0
LW29130,F,24423,321.6,Sedan,0
SC31713,F,0,384,Sedan,0
YU72540,F,52735,123.512596,Sedan,0
ZL53118,M,0,757.89114,Sedan,0
BJ82316,M,44428,499.2,SUV,1
YD65161,F,65436,40.752864,Sedan,0
JH94846,F,19240,475.2,Sedan,0
ZT58755,F,0,256.916302,Sedan,0
GP20237,F,29286,496.8,Sedan,0
QJ64737,F,60884,491.848498,Sedan,0
TO71844,M,0,321.6,Sedan,0
LG98245,M,0,777.6,SUV,0
VP84987,M,0,350.4,Sedan,1
KM72596,M,39393,491.151197,SUV,0
WR62597,M,24641,294.92773,Sedan,0
JR38787,M,24561,853.473552,SUV,0
FY24370,M,0,1375.2,Sedan,0
DQ50258,M,0,482.4,Sedan,0
LW43630,F,71269,350.689559,Sedan,0
OY94707,M,58297,647.039443,Sedan,0
OT52034,M,24204,707.303416,Sedan,0
HP36979,M,49988,566.935022,Sedan,0
FG46258,F,16483,320.519977,Sedan,0
LW80918,M,69704,89.921281,Sedan,0
VM92311,F,89129,328.870868,Sedan,0
NC68853,M,0,499.2,SUV,0
XC26395,M,76771,91.674854,Sedan,0
IF87079,F,48927,139.354893,Sedan,0
KN50049,M,24054,1133.801271,SUV,0
BS91742,M,49659,1684.8,Sedan,0
ZH43085,M,0,453.6,Sedan,0
YD27780,F,72334,412.829624,SUV,0
MF19231,M,28377,451.2,Sedan,0
UU99893,F,42677,1084.95655,Sedan,0
RP30093,F,63035,734.4,SUV,0
EF87528,M,26802,316.8,Sedan,1
QB70027,F,41449,63.516572,Sedan,0
DO41287,M,0,590.4,Sedan,0
RT64920,M,55836,314.936185,Sedan,0
DZ89536,M,60244,326.281835,Sedan,1
CI47242,M,0,1376.958592,SUV,0
NE73773,M,0,542.4,SUV,0
ZH19885,F,43860,156.124914,Sedan,1
LZ12396,F,33068,213.038013,Sedan,0
HS94778,F,32214,296.560998,SUV,0
RJ68578,M,76879,487.102627,Sports,0
BM70908,M,58289,297.6,Sedan,0
IP94270,F,16181,1261.319869,SUV,1
RF14806,F,33415,374.4,Sedan,0
AG45299,M,76763,186.459607,SUV,0
PG27422,F,89953,274.165887,Sedan,0
FS37417,F,0,484.8,SUV,0
